fpr,tpr,threshold
0.0,0.0,inf
0.0009293680297397769,0.0,0.8059324026107788
0.027881040892193308,0.0,0.6507185697555542
0.027881040892193308,0.0014903129657228018,0.6459652185440063
0.041821561338289966,0.0014903129657228018,0.621105968952179
0.041821561338289966,0.004470938897168405,0.6171624660491943
0.046468401486988845,0.004470938897168405,0.6100233793258667
0.046468401486988845,0.005961251862891207,0.609762966632843
0.047397769516728624,0.005961251862891207,0.6092762351036072
0.047397769516728624,0.007451564828614009,0.6081838607788086
0.05204460966542751,0.007451564828614009,0.6060431599617004
0.05204460966542751,0.00894187779433681,0.6056705117225647
0.05297397769516728,0.00894187779433681,0.60512775182724
0.05297397769516728,0.010432190760059613,0.6046821475028992
0.05762081784386617,0.010432190760059613,0.5985012650489807
0.05762081784386617,0.013412816691505217,0.5974357724189758
0.05947955390334572,0.013412816691505217,0.5946710109710693
0.05947955390334572,0.014903129657228018,0.5944586992263794
0.0604089219330855,0.014903129657228018,0.5919461846351624
0.0604089219330855,0.019374068554396422,0.5889999270439148
0.06691449814126393,0.019374068554396422,0.5805296897888184
0.06691449814126393,0.020864381520119227,0.5762704014778137
0.06784386617100371,0.020864381520119227,0.5754528641700745
0.06784386617100371,0.022354694485842028,0.5746088027954102
0.0687732342007435,0.022354694485842028,0.5745514035224915
0.0687732342007435,0.02384500745156483,0.5742740035057068
0.07063197026022305,0.02384500745156483,0.5734697580337524
0.07063197026022305,0.026825633383010434,0.5709183812141418
0.0724907063197026,0.026825633383010434,0.5707173943519592
0.0724907063197026,0.028315946348733235,0.5687171816825867
0.07342007434944238,0.028315946348733235,0.5686997771263123
0.07342007434944238,0.029806259314456036,0.5676425695419312
0.07527881040892194,0.029806259314456036,0.5627490878105164
0.07527881040892194,0.03129657228017884,0.5620378851890564
0.07806691449814127,0.03129657228017884,0.5601792335510254
0.07806691449814127,0.03427719821162444,0.5579164624214172
0.08736059479553904,0.03427719821162444,0.5507442951202393
0.08736059479553904,0.038748137108792845,0.5495427846908569
0.08828996282527882,0.038748137108792845,0.5492404103279114
0.08828996282527882,0.041728763040238454,0.5482226610183716
0.08921933085501858,0.041728763040238454,0.5472425818443298
0.08921933085501858,0.043219076005961254,0.5468930006027222
0.09107806691449814,0.043219076005961254,0.5454714298248291
0.09107806691449814,0.046199701937406856,0.5439987182617188
0.09758364312267657,0.046199701937406856,0.5399544835090637
0.09758364312267657,0.04918032786885246,0.5389618277549744
0.09944237918215613,0.04918032786885246,0.5387076735496521
0.09944237918215613,0.05067064083457526,0.5386309623718262
0.10037174721189591,0.05067064083457526,0.5386254191398621
0.10037174721189591,0.05514157973174367,0.5352269411087036
0.10687732342007435,0.05514157973174367,0.5327509045600891
0.10687732342007435,0.05663189269746647,0.5318446755409241
0.10966542750929369,0.05663189269746647,0.5265083312988281
0.10966542750929369,0.05812220566318927,0.526468813419342
0.11152416356877323,0.05812220566318927,0.5257015824317932
0.11152416356877323,0.06408345752608048,0.5242917537689209
0.1171003717472119,0.06408345752608048,0.5209567546844482
0.1171003717472119,0.06557377049180328,0.5195074677467346
0.11988847583643122,0.06557377049180328,0.518543004989624
0.11988847583643122,0.06706408345752608,0.5184305906295776
0.12174721189591078,0.06706408345752608,0.517789363861084
0.12174721189591078,0.07004470938897168,0.5170016884803772
0.12360594795539033,0.07004470938897168,0.5164927840232849
0.12360594795539033,0.07302533532041729,0.5161053538322449
0.13104089219330856,0.07302533532041729,0.5132854580879211
0.13104089219330856,0.07600596125186289,0.5123136639595032
0.13475836431226765,0.07600596125186289,0.510123610496521
0.13475836431226765,0.07749627421758569,0.5100802183151245
0.13568773234200743,0.07749627421758569,0.5095849633216858
0.13568773234200743,0.08047690014903129,0.5093491077423096
0.137546468401487,0.08047690014903129,0.5081584453582764
0.137546468401487,0.08792846497764531,0.5061352252960205
0.1421933085501859,0.08792846497764531,0.5042155981063843
0.1421933085501859,0.08941877794336811,0.5041091442108154
0.14405204460966542,0.08941877794336811,0.5017834901809692
0.14405204460966542,0.09239940387481371,0.5015393495559692
0.1449814126394052,0.09239940387481371,0.5014839172363281
0.1449814126394052,0.09388971684053651,0.5005266070365906
0.1496282527881041,0.09388971684053651,0.4987877905368805
0.1496282527881041,0.09538002980625931,0.4981800317764282
0.15148698884758363,0.09538002980625931,0.4977123439311981
0.15148698884758363,0.09985096870342772,0.4951142370700836
0.16171003717472118,0.09985096870342772,0.49068671464920044
0.16171003717472118,0.10134128166915052,0.4904789626598358
0.1691449814126394,0.10134128166915052,0.4867778718471527
0.1691449814126394,0.10283159463487332,0.48586755990982056
0.17472118959107807,0.10283159463487332,0.4835411608219147
0.17472118959107807,0.10432190760059612,0.4829751253128052
0.17936802973977695,0.10432190760059612,0.48211830854415894
0.17936802973977695,0.10581222056631892,0.4820839464664459
0.1821561338289963,0.10581222056631892,0.4802522361278534
0.1821561338289963,0.10879284649776454,0.47973501682281494
0.18494423791821563,0.10879284649776454,0.4777868688106537
0.18494423791821563,0.11028315946348734,0.47756749391555786
0.18680297397769516,0.11028315946348734,0.476124107837677
0.18680297397769516,0.11177347242921014,0.4754504859447479
0.1895910780669145,0.11177347242921014,0.47452622652053833
0.1895910780669145,0.11326378539493294,0.47383520007133484
0.19981412639405205,0.11326378539493294,0.46602240204811096
0.19981412639405205,0.11475409836065574,0.46583637595176697
0.20446096654275092,0.11475409836065574,0.4645382761955261
0.20446096654275092,0.11773472429210134,0.4639030396938324
0.21096654275092938,0.11773472429210134,0.4613398015499115
0.21096654275092938,0.11922503725782414,0.46086180210113525
0.21189591078066913,0.11922503725782414,0.4602033495903015
0.21189591078066913,0.12071535022354694,0.459657222032547
0.22211895910780668,0.12071535022354694,0.4557485580444336
0.22211895910780668,0.12369597615499255,0.4538276493549347
0.22397769516728624,0.12369597615499255,0.45284903049468994
0.22397769516728624,0.12667660208643816,0.4524661600589752
0.22769516728624536,0.12667660208643816,0.4496447741985321
0.22769516728624536,0.12816691505216096,0.4494996964931488
0.23141263940520446,0.12816691505216096,0.44823217391967773
0.23141263940520446,0.12965722801788376,0.4480820596218109
0.23513011152416358,0.12965722801788376,0.44687512516975403
0.23513011152416358,0.13114754098360656,0.44664472341537476
0.241635687732342,0.13114754098360656,0.4433063566684723
0.241635687732342,0.13561847988077497,0.44253793358802795
0.24721189591078066,0.13561847988077497,0.44096797704696655
0.24721189591078066,0.13710879284649777,0.4409150779247284
0.2527881040892193,0.13710879284649777,0.43854820728302
0.2527881040892193,0.13859910581222057,0.4382382035255432
0.2537174721189591,0.13859910581222057,0.43795302510261536
0.2537174721189591,0.14008941877794337,0.4376200735569
0.2620817843866171,0.14008941877794337,0.4356995224952698
0.2620817843866171,0.14157973174366617,0.43564897775650024
0.26301115241635686,0.14157973174366617,0.43490859866142273
0.26301115241635686,0.14456035767511177,0.4343152940273285
0.2648698884758364,0.14456035767511177,0.43396124243736267
0.2648698884758364,0.14605067064083457,0.43370169401168823
0.266728624535316,0.14605067064083457,0.43338972330093384
0.266728624535316,0.14754098360655737,0.433188796043396
0.26858736059479554,0.14754098360655737,0.43241164088249207
0.26858736059479554,0.14903129657228018,0.4318854808807373
0.27137546468401486,0.14903129657228018,0.43098554015159607
0.27137546468401486,0.15052160953800298,0.430953711271286
0.2741635687732342,0.15052160953800298,0.43025416135787964
0.2741635687732342,0.15201192250372578,0.4298037588596344
0.27695167286245354,0.15201192250372578,0.42945992946624756
0.27695167286245354,0.15499254843517138,0.42867615818977356
0.2778810408921933,0.15499254843517138,0.4286233186721802
0.2778810408921933,0.15946348733233978,0.42826706171035767
0.28066914498141265,0.15946348733233978,0.42763128876686096
0.28066914498141265,0.16393442622950818,0.4266963303089142
0.2825278810408922,0.16393442622950818,0.4261423647403717
0.2825278810408922,0.16542473919523099,0.42575186491012573
0.2843866171003718,0.16542473919523099,0.4249132573604584
0.2843866171003718,0.16840536512667661,0.42444705963134766
0.2862453531598513,0.16840536512667661,0.42303523421287537
0.2862453531598513,0.16989567809239942,0.4230045974254608
0.28903345724907065,0.16989567809239942,0.4228435754776001
0.28903345724907065,0.17287630402384502,0.4221576750278473
0.29182156133828996,0.17287630402384502,0.42148303985595703
0.29182156133828996,0.17585692995529062,0.4210032820701599
0.2936802973977695,0.17585692995529062,0.4204713702201843
0.2936802973977695,0.17734724292101342,0.42003101110458374
0.29739776951672864,0.17734724292101342,0.4189656674861908
0.29739776951672864,0.18032786885245902,0.41843298077583313
0.2983271375464684,0.18032786885245902,0.41814905405044556
0.2983271375464684,0.18181818181818182,0.4177522659301758
0.3020446096654275,0.18181818181818182,0.4169415235519409
0.3020446096654275,0.18330849478390462,0.41655614972114563
0.30576208178438663,0.18330849478390462,0.4153188467025757
0.30576208178438663,0.18479880774962743,0.4150775074958801
0.3066914498141264,0.18479880774962743,0.41491296887397766
0.3066914498141264,0.18628912071535023,0.4146265685558319
0.30855018587360594,0.18628912071535023,0.41321495175361633
0.30855018587360594,0.18777943368107303,0.4128051996231079
0.3104089219330855,0.18777943368107303,0.4120478928089142
0.3104089219330855,0.18926974664679583,0.4117734134197235
0.31133828996282525,0.18926974664679583,0.4114094078540802
0.31133828996282525,0.19076005961251863,0.41131526231765747
0.31226765799256506,0.19076005961251863,0.41128599643707275
0.31226765799256506,0.19225037257824143,0.4108566343784332
0.3215613382899628,0.19225037257824143,0.4093504846096039
0.3215613382899628,0.19374068554396423,0.40925276279449463
0.3252788104089219,0.19374068554396423,0.40862980484962463
0.3252788104089219,0.19523099850968703,0.40789422392845154
0.32620817843866173,0.19523099850968703,0.40781107544898987
0.32620817843866173,0.19672131147540983,0.4073804020881653
0.32806691449814124,0.19672131147540983,0.40711718797683716
0.32806691449814124,0.19821162444113263,0.40707042813301086
0.3308550185873606,0.19821162444113263,0.4063977599143982
0.3308550185873606,0.19970193740685543,0.4063119888305664
0.33271375464684017,0.19970193740685543,0.4056553244590759
0.33271375464684017,0.20119225037257824,0.4053865075111389
0.33643122676579923,0.20119225037257824,0.40492522716522217
0.33643122676579923,0.20417287630402384,0.404041051864624
0.34014869888475835,0.20417287630402384,0.4033243954181671
0.34014869888475835,0.20566318926974664,0.4029267132282257
0.3420074349442379,0.20566318926974664,0.40253889560699463
0.3420074349442379,0.20864381520119224,0.4021821618080139
0.3429368029739777,0.20864381520119224,0.40194442868232727
0.3429368029739777,0.22503725782414308,0.3998451828956604
0.34386617100371747,0.22503725782414308,0.39933955669403076
0.34386617100371747,0.22652757078986588,0.3991054594516754
0.3447955390334573,0.22652757078986588,0.3989896774291992
0.3447955390334573,0.22950819672131148,0.39894726872444153
0.34572490706319703,0.22950819672131148,0.3983631134033203
0.34572490706319703,0.23099850968703428,0.39835742115974426
0.3475836431226766,0.23099850968703428,0.39793646335601807
0.3475836431226766,0.23248882265275708,0.39769428968429565
0.34944237918215615,0.23248882265275708,0.3971337676048279
0.34944237918215615,0.23397913561847988,0.3957386314868927
0.3503717472118959,0.23397913561847988,0.39547911286354065
0.3503717472118959,0.23546944858420268,0.39514216780662537
0.35315985130111527,0.23546944858420268,0.3942590355873108
0.35315985130111527,0.23845007451564829,0.394045352935791
0.354089219330855,0.23845007451564829,0.3936850428581238
0.354089219330855,0.2399403874813711,0.3936225473880768
0.3559479553903346,0.2399403874813711,0.39300668239593506
0.3559479553903346,0.2414307004470939,0.39288949966430664
0.3587360594795539,0.2414307004470939,0.3925151526927948
0.3587360594795539,0.2444113263785395,0.3918243944644928
0.3596654275092937,0.2444113263785395,0.3913494944572449
0.3596654275092937,0.2503725782414307,0.3906574845314026
0.36152416356877326,0.2503725782414307,0.3901434540748596
0.36152416356877326,0.2533532041728763,0.38949280977249146
0.362453531598513,0.2533532041728763,0.3894878923892975
0.362453531598513,0.2593144560357675,0.3891189992427826
0.36338289962825276,0.2593144560357675,0.3888610303401947
0.36338289962825276,0.26229508196721313,0.3882657289505005
0.3671003717472119,0.26229508196721313,0.3867349326610565
0.3671003717472119,0.2667660208643815,0.3863629698753357
0.3680297397769517,0.2667660208643815,0.38589152693748474
0.3680297397769517,0.26825633383010433,0.3856896460056305
0.36895910780669144,0.26825633383010433,0.384117066860199
0.36895910780669144,0.2697466467958271,0.38359689712524414
0.36988847583643125,0.2697466467958271,0.3834248483181
0.36988847583643125,0.27123695976154993,0.38305291533470154
0.370817843866171,0.27123695976154993,0.3820374011993408
0.370817843866171,0.2727272727272727,0.3818187415599823
0.3736059479553903,0.2727272727272727,0.3807539939880371
0.3736059479553903,0.27421758569299554,0.38061660528182983
0.3754646840148699,0.27421758569299554,0.38003045320510864
0.3754646840148699,0.2757078986587183,0.37992456555366516
0.37732342007434944,0.2757078986587183,0.37985435128211975
0.37732342007434944,0.27719821162444114,0.37958428263664246
0.38104089219330856,0.27719821162444114,0.37912610173225403
0.38104089219330856,0.2786885245901639,0.3789891302585602
0.3819702602230483,0.2786885245901639,0.3789580166339874
0.3819702602230483,0.2816691505216095,0.37884873151779175
0.3856877323420074,0.2816691505216095,0.3786654472351074
0.3856877323420074,0.28315946348733234,0.37859857082366943
0.38940520446096655,0.28315946348733234,0.3777959942817688
0.38940520446096655,0.2846497764530551,0.3776615262031555
0.39312267657992567,0.2846497764530551,0.37736108899116516
0.39312267657992567,0.28614008941877794,0.37735965847969055
0.3940520446096654,0.28614008941877794,0.3773013651371002
0.3940520446096654,0.28912071535022354,0.3766401410102844
0.395910780669145,0.28912071535022354,0.376429945230484
0.395910780669145,0.2906110283159464,0.3764166831970215
0.4024163568773234,0.2906110283159464,0.3750304579734802
0.4024163568773234,0.29210134128166915,0.37423253059387207
0.4079925650557621,0.29210134128166915,0.3713909983634949
0.4079925650557621,0.29508196721311475,0.3705313205718994
0.4107806691449814,0.29508196721311475,0.3701530694961548
0.4107806691449814,0.2995529061102832,0.3693123459815979
0.4117100371747212,0.2995529061102832,0.3690614104270935
0.4117100371747212,0.3025335320417288,0.3686966598033905
0.4163568773234201,0.3025335320417288,0.3669450581073761
0.4163568773234201,0.30402384500745155,0.36693134903907776
0.41728624535315983,0.30402384500745155,0.3667469322681427
0.41728624535315983,0.3114754098360656,0.36616694927215576
0.42100371747211895,0.3114754098360656,0.3654300570487976
0.42100371747211895,0.3174366616989568,0.36508482694625854
0.42193308550185876,0.3174366616989568,0.36466842889785767
0.42193308550185876,0.31892697466467956,0.364461213350296
0.4247211895910781,0.31892697466467956,0.3641384243965149
0.4247211895910781,0.3204172876304024,0.36404600739479065
0.4256505576208178,0.3204172876304024,0.36384308338165283
0.4256505576208178,0.32190760059612517,0.3636499047279358
0.42657992565055763,0.32190760059612517,0.36347198486328125
0.42657992565055763,0.323397913561848,0.36343616247177124
0.4275092936802974,0.323397913561848,0.3630543351173401
0.4275092936802974,0.32488822652757077,0.36285221576690674
0.42936802973977695,0.32488822652757077,0.36250919103622437
0.42936802973977695,0.32786885245901637,0.3621271252632141
0.4312267657992565,0.32786885245901637,0.36170437932014465
0.4312267657992565,0.3293591654247392,0.3613049387931824
0.4451672862453532,0.3293591654247392,0.3582940399646759
0.4451672862453532,0.33084947839046197,0.3582910895347595
0.44609665427509293,0.33084947839046197,0.3580024242401123
0.44609665427509293,0.3323397913561848,0.3579634130001068
0.44888475836431224,0.3323397913561848,0.35783401131629944
0.44888475836431224,0.33383010432190763,0.35724806785583496
0.44981412639405205,0.33383010432190763,0.3572351336479187
0.44981412639405205,0.3353204172876304,0.3569375276565552
0.45353159851301117,0.3353204172876304,0.3556363582611084
0.45353159851301117,0.33681073025335323,0.3556167185306549
0.4544609665427509,0.33681073025335323,0.35527917742729187
0.4544609665427509,0.34277198211624443,0.35464686155319214
0.4628252788104089,0.34277198211624443,0.35334110260009766
0.4628252788104089,0.3472429210134128,0.3524719476699829
0.4646840148698885,0.3472429210134128,0.35229089856147766
0.4646840148698885,0.3502235469448584,0.3520585894584656
