threshold,APCER,BPCER
0.0,1.0,0.0
0.005025125628140704,0.8733233979135618,0.0009293680297397769
0.010050251256281407,0.7496274217585693,0.0037174721189591076
0.01507537688442211,0.6915052160953801,0.0037174721189591076
0.020100502512562814,0.6631892697466468,0.0037174721189591076
0.02512562814070352,0.6482861400894188,0.0037174721189591076
0.03015075376884422,0.6348733233979136,0.0037174721189591076
0.035175879396984924,0.6199701937406855,0.004646840148698885
0.04020100502512563,0.6110283159463488,0.0055762081784386614
0.04522613065326633,0.5961251862891207,0.006505576208178439
0.05025125628140704,0.5812220566318927,0.006505576208178439
0.05527638190954774,0.5707898658718331,0.006505576208178439
0.06030150753768844,0.5618479880774963,0.007434944237918215
0.06532663316582915,0.5499254843517138,0.007434944237918215
0.07035175879396985,0.5424739195230999,0.007434944237918215
0.07537688442211056,0.5305514157973175,0.008364312267657992
0.08040201005025126,0.526080476900149,0.008364312267657992
0.08542713567839195,0.518628912071535,0.008364312267657992
0.09045226130653267,0.5156482861400894,0.008364312267657992
0.09547738693467336,0.5126676602086438,0.008364312267657992
0.10050251256281408,0.5081967213114754,0.008364312267657992
0.10552763819095477,0.503725782414307,0.00929368029739777
0.11055276381909548,0.5022354694485842,0.00929368029739777
0.11557788944723618,0.5007451564828614,0.00929368029739777
0.12060301507537688,0.496274217585693,0.00929368029739777
0.12562814070351758,0.4947839046199702,0.00929368029739777
0.1306532663316583,0.4932935916542474,0.00929368029739777
0.135678391959799,0.4918032786885246,0.00929368029739777
0.1407035175879397,0.4918032786885246,0.010223048327137546
0.1457286432160804,0.4918032786885246,0.010223048327137546
0.15075376884422112,0.4903129657228018,0.010223048327137546
0.15577889447236182,0.4903129657228018,0.010223048327137546
0.16080402010050251,0.488822652757079,0.010223048327137546
0.1658291457286432,0.4873323397913562,0.010223048327137546
0.1708542713567839,0.4873323397913562,0.010223048327137546
0.17587939698492464,0.4858420268256334,0.010223048327137546
0.18090452261306533,0.4843517138599106,0.010223048327137546
0.18592964824120603,0.4843517138599106,0.010223048327137546
0.19095477386934673,0.4828614008941878,0.010223048327137546
0.19597989949748745,0.4828614008941878,0.010223048327137546
0.20100502512562815,0.4828614008941878,0.010223048327137546
0.20603015075376885,0.4828614008941878,0.010223048327137546
0.21105527638190955,0.481371087928465,0.011152416356877323
0.21608040201005024,0.481371087928465,0.011152416356877323
0.22110552763819097,0.4798807749627422,0.011152416356877323
0.22613065326633167,0.47690014903129657,0.011152416356877323
0.23115577889447236,0.47690014903129657,0.011152416356877323
